,IBES_NAME,total_valid_record,confidence_on_density,confidence_on_distance,choice,companyid,brokername,overall_confidence,correct
423,KOP,5,0.4,0.5,891,39859508.0,Nordea Markets,0.447213595499958,True
996,SNCFJ,10,0.4,0.5,10,20921390.0,BofA Global Research,0.447213595499958,True
994,BANCOJS,10,0.5,0.4,3156,266084229.0,J. Safra Corretora de Valores e Cambio Ltda,0.447213595499958,True
228,FECHTOR,5,0.4,0.5,652,39829919.0,"Fechtor, Detwiler & Co. Inc.",0.447213595499958,True
2,CLIBERA,5,0.4,0.5,364,39929447.0,Credit Lyonnais Securities,0.447213595499958,True
591,OBSA,5,0.4,0.5,5,25232408.0,Deutsche Bank,0.447213595499958,True
73,ELCON,5,0.4,0.5,284,33444249.0,Pareto Securities,0.447213595499958,True
225,HPDBANK,10,0.4,0.5,651,29393752.0,FBS Bankiers N.V.,0.447213595499958,True
520,AMK,5,0.4,0.5,621,26897533.0,Eczacibasi Securities,0.447213595499958,True
420,PNC,5,0.6,0.3333333333333333,159,26257109.0,NWM Strategy,0.4472135954999579,True
701,DUBOUZET,20,0.35,0.5714285714285714,230,26257295.0,BNP Paribas Exane,0.44721359549995787,True
327,LEVEN,35,0.42857142857142855,0.4666666666666667,482,30269725.0,Aurel BGC,0.44721359549995787,True
742,KOKUSAI,31,0.41935483870967744,0.46153846153846156,399,27826730.0,Mitsubishi UFJ Morgan Stanley Securities Company Limited,0.43994134506405985,True
75,SCHINA,31,0.45161290322580644,0.42857142857142855,1022,53432181.0,"Avic Securities Co., Ltd",0.4399413450640598,True
716,JBEF,305,0.5606557377049181,0.34502923976608185,2957,231609542.0,Kepler Cheuvreux,0.43982112608516166,True
443,BSSEC,26,0.6923076923076923,0.2777777777777778,696,39855577.0,Shinhan Investment Corp.,0.43852900965351466,True
243,MZSEC,21,0.5238095238095238,0.36363636363636365,2748,133015874.0,Mizuho Securities Asia Limited,0.4364357804719848,True
961,GCCAPLTD,11,0.6363636363636364,0.2857142857142857,937,39926426.0,Polaris Securities Co. Ltd.,0.4264014327112209,True
946,NANJING,11,0.6363636363636364,0.2857142857142857,564,39857650.0,China International Capital Corporation Limited,0.4264014327112209,True
456,CSFBOST,22,0.3181818181818182,0.5714285714285714,4,25232407.0,Credit Suisse,0.42640143271122083,True
705,PEEWEE,11,0.45454545454545453,0.4,982,28441376.0,SSI Securities Corporation,0.42640143271122083,True
131,GWALL,100,0.51,0.35294117647058826,699,39859279.0,"Great Wall Securities Co., Ltd.",0.4242640687119285,True
924,MEDIO,23,0.30434782608695654,0.5714285714285714,1254,,Mediobanca S.p.A.,0.41702882811414954,True
665,SPACSEC,52,0.5769230769230769,0.3,1012,39832314.0,SinoPac Securities Investment Service,0.4160251471689218,True
35,LUCKY,107,0.6542056074766355,0.2571428571428571,1094,39830572.0,"NH Investment & Securities Co., Ltd.",0.41015155621479793,True
287,BARINGLB,6,0.3333333333333333,0.5,182,26256400.0,Nomura Securities Co. Ltd.,0.408248290463863,True
656,CWEALTH,12,0.3333333333333333,0.5,581,40128423.0,Commonwealth Associates L.P.,0.408248290463863,True
945,SUDAMERI,6,0.3333333333333333,0.5,500,40224390.0,Caixa Geral de Depositos (CGD) Securities,0.408248290463863,True
868,BERLINER,12,0.4166666666666667,0.4,574,26522672.0,CIC Market Solutions (ESN),0.408248290463863,True
708,ADITYA,6,0.6666666666666666,0.25,3,25232403.0,Citigroup Inc,0.408248290463863,True
495,AFRINVES,6,0.3333333333333333,0.5,2556,100536754.0,Meristem Securities Limited,0.408248290463863,True
543,BZWED,6,0.3333333333333333,0.5,10,20921390.0,BofA Global Research,0.408248290463863,True
598,BZWFI,6,0.5,0.3333333333333333,8,25232432.0,J.P. Morgan,0.408248290463863,True
706,ABNLATAM,6,0.3333333333333333,0.5,5,25232408.0,Deutsche Bank,0.408248290463863,True
45,FMARATH,19,0.3157894736842105,0.5,221,29834361.0,National Bank Financial,0.39735970711951313,True
163,KIWOOM,51,0.6862745098039216,0.22857142857142856,1239,45274348.0,"Kiwoom Securities Co., Ltd.",0.3960590171906697,True
55,ICBCINT,45,0.4444444444444444,0.35,2618,107814537.0,ICBC International Research,0.3944053188733077,True
460,PRUDBACH,13,0.38461538461538464,0.4,10,20921390.0,BofA Global Research,0.3922322702763681,True
630,COUNTYNY,52,0.28846153846153844,0.5333333333333333,5,25232408.0,Deutsche Bank,0.392232270276368,True
769,PEREGFP,20,0.65,0.23076923076923078,799,21992976.0,Maybank Research Pte. Ltd.,0.38729833462074176,True
141,DAEHAN,80,0.55,0.2727272727272727,696,39855577.0,Shinhan Investment Corp.,0.3872983346207417,True
753,NIRMAL,34,0.29411764705882354,0.5,1643,50197773.0,Centrum Broking Limited,0.3834824944236852,True
920,BNPED,7,0.2857142857142857,0.5,518,26522930.0,BHF-Bank Aktiengesellschaft,0.37796447300922725,True
373,MYRBERG,7,0.2857142857142857,0.5,784,28440592.0,Singer Capital Markets,0.37796447300922725,True
531,IKTISET,7,0.2857142857142857,0.5,915,39927360.0,Park Raymond James Securities - Turkey,0.37796447300922725,True
535,MCCARTHY,21,0.2857142857142857,0.5,1325,40273256.0,TD Securities,0.37796447300922725,True
694,BLACK,14,0.6428571428571429,0.2222222222222222,522,725302.0,Black & Co Inc.,0.37796447300922725,True
537,GRANVILL,21,0.5238095238095238,0.2727272727272727,186,9914241.0,Baird,0.3779644730092272,True
386,DAIWAEU,21,0.5238095238095238,0.2727272727272727,594,39857797.0,Daiwa Securities Co. Ltd.,0.3779644730092272,True
111,AMSTGELD,7,0.42857142857142855,0.3333333333333333,2387,69462073.0,The Idea-Driven Equities Analyses Company,0.3779644730092272,True
417,BZWSS,7,0.42857142857142855,0.3333333333333333,4,25232407.0,Credit Suisse,0.3779644730092272,True
444,SOGENFJ,7,0.42857142857142855,0.3333333333333333,5,25232408.0,Deutsche Bank,0.3779644730092272,True
646,CSFBAN,58,0.6206896551724138,0.2222222222222222,3589,698441717.0,Jarden Limited,0.3713906763541037,True
127,KEMSEC,51,0.43137254901960786,0.3181818181818182,1194,43566053.0,"EVEREN Securities, Inc.",0.3704792868174742,True
467,SIGE,22,0.2727272727272727,0.5,489,30346691.0,Intesa Sanpaolo Equity Research,0.3692744729379982,True
982,PAULI,15,0.3333333333333333,0.4,918,3535416.0,Johnson Research & Capital Inc.,0.3651483716701107,True
726,MCLEAN,23,0.30434782608695654,0.42857142857142855,5,25232408.0,Deutsche Bank,0.36115755925730764,True
737,PARIBEU,128,0.2265625,0.5517241379310345,230,26257295.0,BNP Paribas Exane,0.3535533905932738,True
291,KLEINSEC,8,0.25,0.5,170,26538973.0,Canaccord Genuity,0.3535533905932738,True
384,BRANCHCA,8,0.375,0.3333333333333333,527,39861869.0,Branch Cabell & Co Inc,0.35355339059327373,True
524,DONGHAI,16,0.5625,0.2222222222222222,564,39857650.0,China International Capital Corporation Limited,0.35355339059327373,True
839,YAMAICHI,16,0.375,0.3333333333333333,2351,40313274.0,"Mizuho Securities Co., Ltd.",0.35355339059327373,True
475,KIMENGFH,24,0.4583333333333333,0.2727272727272727,799,21992976.0,Maybank Research Pte. Ltd.,0.35355339059327373,True
120,GRACAT,16,0.5625,0.2222222222222222,697,40126822.0,Grand Cathay Securities Corporation,0.35355339059327373,True
662,PATERSON,8,0.375,0.3333333333333333,833,28954110.0,Macquarie Research,0.35355339059327373,True
823,KYOBO,58,0.5862068965517241,0.20588235294117646,696,39855577.0,Shinhan Investment Corp.,0.34740416688982556,True
211,VOLPE,50,0.5,0.24,1283,43604923.0,Prudential Volpe Technology Group,0.34641016151377546,True
998,HANWHA,75,0.5333333333333333,0.225,696,39855577.0,Shinhan Investment Corp.,0.3464101615137754,True
322,HLGFM,52,0.40384615384615385,0.2857142857142857,722,38887428.0,Hong Leong Investment Bank Berhad,0.33968311024337877,True
772,KARVY,35,0.45714285714285713,0.25,224,32876347.0,KARVY Stock Broking Limited,0.3380617018914066,True
564,ARABFM,53,0.33962264150943394,0.3333333333333333,459,12664633.0,AmInvestment Bank Berhad,0.33646329245522655,True
806,PARILAT,18,0.2777777777777778,0.4,230,26257295.0,BNP Paribas Exane,0.33333333333333337,True
67,HENRY,9,0.3333333333333333,0.3333333333333333,194,26750241.0,WH Ireland Limited,0.3333333333333333,True
122,SUSHIL,9,0.4444444444444444,0.25,510,32950192.0,Batlivala & Karani Securities India Pvt. Ltd.,0.3333333333333333,True
182,FMANHAT,9,0.3333333333333333,0.3333333333333333,8,25232432.0,J.P. Morgan,0.3333333333333333,True
395,HUARONG,19,0.47368421052631576,0.2222222222222222,729,39857626.0,Huatai Research,0.3244428422615251,True
654,SCHRODFJ,10,0.4,0.25,4,25232407.0,Credit Suisse,0.31622776601683794,True
490,SANYO,10,0.3,0.3333333333333333,399,27826730.0,Mitsubishi UFJ Morgan Stanley Securities Company Limited,0.3162277660168379,True
981,SUTHLAND,10,0.3,0.3333333333333333,112,10559667.0,Piper Sandler Companies,0.3162277660168379,True
271,PENSER,21,0.3333333333333333,0.2857142857142857,639,39862082.0,Penser Access,0.3086066999241838,True
401,GREIGMID,22,0.22727272727272727,0.4,3,25232403.0,Citigroup Inc,0.30151134457776363,True
542,BZWEF,11,0.2727272727272727,0.3333333333333333,8,25232432.0,J.P. Morgan,0.3015113445777636,True
25,BIKUBEN,11,0.2727272727272727,0.3333333333333333,5,25232408.0,Deutsche Bank,0.3015113445777636,True
736,KLEINFJ,11,0.2727272727272727,0.3333333333333333,6,25232411.0,Dresdner Kleinwort,0.3015113445777636,True
421,INSSECUR,11,0.2727272727272727,0.3333333333333333,3040,40313524.0,Taurus Securities Ltd,0.3015113445777636,True
506,CCB,56,0.35714285714285715,0.25,357,40223058.0,CCB International Securities Limited,0.2988071523335984,True
647,INFOLINE,23,0.2608695652173913,0.3333333333333333,277,34100092.0,Motilal Oswal Securities Ltd.,0.29488391230979427,True
695,FBOSTLAT,12,0.3333333333333333,0.25,4,25232407.0,Credit Suisse,0.28867513459481287,True
130,FRANKEL,12,0.3333333333333333,0.25,2323,40310852.0,Kagiso Securities Ltd.,0.28867513459481287,True
533,SGST,12,0.3333333333333333,0.25,999,26339038.0,Societe Generale Cross Asset Research,0.28867513459481287,True
94,NRCE,12,0.25,0.3333333333333333,182,26256400.0,Nomura Securities Co. Ltd.,0.28867513459481287,True
580,CLN,12,0.25,0.3333333333333333,324,26257802.0,ING Groep NV,0.28867513459481287,True
552,FLEMINGS,37,0.21621621621621623,0.375,8,25232432.0,J.P. Morgan,0.28474739872574967,True
743,KAF,25,0.28,0.2857142857142857,781,12825023.0,KAF-Seagroatt & Campbell Securities Sdn. Bhd.,0.28284271247461906,True
676,HDFCSECU,39,0.28205128205128205,0.2727272727272727,3229,,HDFC Securities Limited,0.2773500981126146,True
729,KLEINEF,13,0.23076923076923078,0.3333333333333333,3,25232403.0,Citigroup Inc,0.2773500981126146,True
166,PEREGFI,13,0.23076923076923078,0.3333333333333333,3,25232403.0,Citigroup Inc,0.2773500981126146,True
757,ARIFH,13,0.3076923076923077,0.25,1867,,Arif Habib Limited,0.2773500981126146,True
114,SMINEWFE,14,0.2857142857142857,0.25,11,25232855.0,Morgan Stanley,0.2672612419124244,True
43,RSPLATOU,15,0.26666666666666666,0.25,289,33444273.0,Beringer Finance AB,0.2581988897471611,True
158,SCHELCHE,16,0.25,0.25,2326,40133116.0,Natixis S.A.,0.25,True
181,REYNOLDS,37,0.21621621621621623,0.25,11,25232855.0,Morgan Stanley,0.23249527748763857,True
