IBES_NAME,total_valid_record,confidence_on_density,confidence_on_distance,overall_confidence,choice,companyid,brokername
HAMQUIST,74,0.5,0.43243243243243246,(0.46499055497527714+0j),8,25232432.0,J.P. Morgan
QILU,89,0.5617977528089888,0.38,(0.4620423639315076+0j),3200,85060939.0,Zhongtai Securities Co. Ltd.
YAMFH,66,0.45454545454545453,0.4666666666666667,(0.4605661864718382+0j),309,38442191.0,Core Pacific -Yamaichi International (H.K.) Limited
SEIDLER,19,0.42105263157894735,0.5,(0.4588314677411236+0j),127,7023905.0,Seidler Companies
SKSEC,43,0.7674418604651163,0.2727272727272727,(0.457495710997814+0j),416,39831501.0,"SK Securities Co., Ltd."
KTBSEC,54,0.7962962962962963,0.2558139534883721,(0.45133546692422005+0j),2348,60749322.0,"DAOL Investment & Securities Co., Ltd."
HPDBANK,10,0.4,0.5,(0.447213595499958+0j),651,29393752.0,FBS Bankiers N.V.
AMK,5,0.4,0.5,(0.447213595499958+0j),621,26897533.0,Eczacibasi Securities
CLIBERA,5,0.4,0.5,(0.447213595499958+0j),364,39929447.0,Credit Lyonnais Securities
PUILAET,5,0.4,0.5,(0.447213595499958+0j),787,26631494.0,KBC Securities NV
PROBURSA,5,0.4,0.5,(0.447213595499958+0j),349,39860769.0,BBVA Corporate and Investment Bank
BANCOJS,10,0.5,0.4,(0.447213595499958+0j),3156,266084229.0,J. Safra Corretora de Valores e Cambio Ltda
BOHAI,20,0.55,0.36363636363636365,(0.447213595499958+0j),2497,85056489.0,"Bohai Securities Co., Ltd."
FECHTOR,5,0.4,0.5,(0.447213595499958+0j),652,39829919.0,"Fechtor, Detwiler & Co. Inc."
OBSA,5,0.4,0.5,(0.447213595499958+0j),5,25232408.0,Deutsche Bank
ELCON,5,0.4,0.5,(0.447213595499958+0j),284,33444249.0,Pareto Securities
KOP,5,0.4,0.5,(0.447213595499958+0j),891,39859508.0,Nordea Markets
SNCFJ,10,0.4,0.5,(0.447213595499958+0j),10,20921390.0,BofA Global Research
PNC,5,0.6,0.3333333333333333,(0.4472135954999579+0j),159,26257109.0,NWM Strategy
LEVEN,35,0.42857142857142855,0.4666666666666667,(0.44721359549995787+0j),482,30269725.0,Aurel BGC
DUBOUZET,20,0.35,0.5714285714285714,(0.44721359549995787+0j),230,26257295.0,BNP Paribas Exane
KOKUSAI,31,0.41935483870967744,0.46153846153846156,(0.43994134506405985+0j),399,27826730.0,Mitsubishi UFJ Morgan Stanley Securities Company Limited
SCHINA,31,0.45161290322580644,0.42857142857142855,(0.4399413450640598+0j),1022,53432181.0,"Avic Securities Co., Ltd"
JBEF,305,0.5606557377049181,0.34502923976608185,(0.43982112608516166+0j),2957,231609542.0,Kepler Cheuvreux
BSSEC,26,0.6923076923076923,0.2777777777777778,(0.43852900965351466+0j),696,39855577.0,Shinhan Investment Corp.
MZSEC,21,0.5238095238095238,0.36363636363636365,(0.4364357804719848+0j),2748,133015874.0,Mizuho Securities Asia Limited
GCCAPLTD,11,0.6363636363636364,0.2857142857142857,(0.4264014327112209+0j),937,39926426.0,Polaris Securities Co. Ltd.
NANJING,11,0.6363636363636364,0.2857142857142857,(0.4264014327112209+0j),564,39857650.0,China International Capital Corporation Limited
CSFBOST,22,0.3181818181818182,0.5714285714285714,(0.42640143271122083+0j),4,25232407.0,Credit Suisse
PEEWEE,11,0.45454545454545453,0.4,(0.42640143271122083+0j),982,28441376.0,SSI Securities Corporation
GWALL,100,0.51,0.35294117647058826,(0.4242640687119285+0j),699,39859279.0,"Great Wall Securities Co., Ltd."
MEDIO,23,0.30434782608695654,0.5714285714285714,(0.41702882811414954+0j),1254,,Mediobanca S.p.A.
SPACSEC,52,0.5769230769230769,0.3,(0.4160251471689218+0j),1012,39832314.0,SinoPac Securities Investment Service
LUCKY,107,0.6542056074766355,0.2571428571428571,(0.41015155621479793+0j),1094,39830572.0,"NH Investment & Securities Co., Ltd."
SUDAMERI,6,0.3333333333333333,0.5,(0.408248290463863+0j),500,40224390.0,Caixa Geral de Depositos (CGD) Securities
AFRINVES,6,0.3333333333333333,0.5,(0.408248290463863+0j),2556,100536754.0,Meristem Securities Limited
ADITYA,6,0.6666666666666666,0.25,(0.408248290463863+0j),3,25232403.0,Citigroup Inc
CWEALTH,12,0.3333333333333333,0.5,(0.408248290463863+0j),581,40128423.0,Commonwealth Associates L.P.
BZWFI,6,0.5,0.3333333333333333,(0.408248290463863+0j),8,25232432.0,J.P. Morgan
BERLINER,12,0.4166666666666667,0.4,(0.408248290463863+0j),574,26522672.0,CIC Market Solutions (ESN)
ABNLATAM,6,0.3333333333333333,0.5,(0.408248290463863+0j),5,25232408.0,Deutsche Bank
BARINGLB,6,0.3333333333333333,0.5,(0.408248290463863+0j),182,26256400.0,Nomura Securities Co. Ltd.
BZWED,6,0.3333333333333333,0.5,(0.408248290463863+0j),10,20921390.0,BofA Global Research
FMARATH,19,0.3157894736842105,0.5,(0.39735970711951313+0j),221,29834361.0,National Bank Financial
KIWOOM,51,0.6862745098039216,0.22857142857142856,(0.3960590171906697+0j),1239,45274348.0,"Kiwoom Securities Co., Ltd."
ICBCINT,45,0.4444444444444444,0.35,(0.3944053188733077+0j),2618,107814537.0,ICBC International Research
PRUDBACH,13,0.38461538461538464,0.4,(0.3922322702763681+0j),10,20921390.0,BofA Global Research
COUNTYNY,52,0.28846153846153844,0.5333333333333333,(0.392232270276368+0j),5,25232408.0,Deutsche Bank
PEREGFP,20,0.65,0.23076923076923078,(0.38729833462074176+0j),799,21992976.0,Maybank Research Pte. Ltd.
DAEHAN,80,0.55,0.2727272727272727,(0.3872983346207417+0j),696,39855577.0,Shinhan Investment Corp.
NIRMAL,34,0.29411764705882354,0.5,(0.3834824944236852+0j),1643,50197773.0,Centrum Broking Limited
BNPED,7,0.2857142857142857,0.5,(0.37796447300922725+0j),518,26522930.0,BHF-Bank Aktiengesellschaft
IKTISET,7,0.2857142857142857,0.5,(0.37796447300922725+0j),915,39927360.0,Park Raymond James Securities - Turkey
MYRBERG,7,0.2857142857142857,0.5,(0.37796447300922725+0j),784,28440592.0,Singer Capital Markets
BLACK,14,0.6428571428571429,0.2222222222222222,(0.37796447300922725+0j),522,725302.0,Black & Co Inc.
MCCARTHY,21,0.2857142857142857,0.5,(0.37796447300922725+0j),1325,40273256.0,TD Securities
BZWSS,7,0.42857142857142855,0.3333333333333333,(0.3779644730092272+0j),4,25232407.0,Credit Suisse
DAIWAEU,21,0.5238095238095238,0.2727272727272727,(0.3779644730092272+0j),594,39857797.0,Daiwa Securities Co. Ltd.
SYRUS,14,0.7142857142857143,0.2,(0.3779644730092272+0j),1449,43506501.0,Finansia Syrus Securities Public Company Limited
AMSTGELD,7,0.42857142857142855,0.3333333333333333,(0.3779644730092272+0j),2387,69462073.0,The Idea-Driven Equities Analyses Company
GRANVILL,21,0.5238095238095238,0.2727272727272727,(0.3779644730092272+0j),186,9914241.0,Baird
SOGENFJ,7,0.42857142857142855,0.3333333333333333,(0.3779644730092272+0j),5,25232408.0,Deutsche Bank
CSFBAN,58,0.6206896551724138,0.2222222222222222,(0.3713906763541037+0j),3589,698441717.0,Jarden Limited
KEMSEC,51,0.43137254901960786,0.3181818181818182,(0.3704792868174742+0j),1194,43566053.0,"EVEREN Securities, Inc."
SIGE,22,0.2727272727272727,0.5,(0.3692744729379982+0j),489,30346691.0,Intesa Sanpaolo Equity Research
PAULI,15,0.3333333333333333,0.4,(0.3651483716701107+0j),918,3535416.0,Johnson Research & Capital Inc.
MCLEAN,23,0.30434782608695654,0.42857142857142855,(0.36115755925730764+0j),5,25232408.0,Deutsche Bank
CHUANCAI,8,0.625,0.2,(0.3535533905932738+0j),729,39857626.0,Huatai Research
PARIBEU,128,0.2265625,0.5517241379310345,(0.3535533905932738+0j),230,26257295.0,BNP Paribas Exane
KLEINSEC,8,0.25,0.5,(0.3535533905932738+0j),170,26538973.0,Canaccord Genuity
YAMAICHI,16,0.375,0.3333333333333333,(0.35355339059327373+0j),2351,40313274.0,"Mizuho Securities Co., Ltd."
BRANCHCA,8,0.375,0.3333333333333333,(0.35355339059327373+0j),527,39861869.0,Branch Cabell & Co Inc
GRACAT,16,0.5625,0.2222222222222222,(0.35355339059327373+0j),697,40126822.0,Grand Cathay Securities Corporation
PATERSON,8,0.375,0.3333333333333333,(0.35355339059327373+0j),833,28954110.0,Macquarie Research
KIMENGFH,24,0.4583333333333333,0.2727272727272727,(0.35355339059327373+0j),799,21992976.0,Maybank Research Pte. Ltd.
DONGHAI,16,0.5625,0.2222222222222222,(0.35355339059327373+0j),564,39857650.0,China International Capital Corporation Limited
KYOBO,58,0.5862068965517241,0.20588235294117646,(0.34740416688982556+0j),696,39855577.0,Shinhan Investment Corp.
VOLPE,50,0.5,0.24,(0.34641016151377546+0j),1283,43604923.0,Prudential Volpe Technology Group
HANWHA,75,0.5333333333333333,0.225,(0.3464101615137754+0j),696,39855577.0,Shinhan Investment Corp.
HLGFM,52,0.40384615384615385,0.2857142857142857,(0.33968311024337877+0j),722,38887428.0,Hong Leong Investment Bank Berhad
KARVY,35,0.45714285714285713,0.25,(0.3380617018914066+0j),224,32876347.0,KARVY Stock Broking Limited
ARABFM,53,0.33962264150943394,0.3333333333333333,(0.33646329245522655+0j),459,12664633.0,AmInvestment Bank Berhad
PARILAT,18,0.2777777777777778,0.4,(0.33333333333333337+0j),230,26257295.0,BNP Paribas Exane
FMANHAT,9,0.3333333333333333,0.3333333333333333,(0.3333333333333333+0j),8,25232432.0,J.P. Morgan
SUSHIL,9,0.4444444444444444,0.25,(0.3333333333333333+0j),510,32950192.0,Batlivala & Karani Securities India Pvt. Ltd.
HENRY,9,0.3333333333333333,0.3333333333333333,(0.3333333333333333+0j),194,26750241.0,WH Ireland Limited
WOORI,19,0.7894736842105263,0.13333333333333333,(0.3244428422615251+0j),696,39855577.0,Shinhan Investment Corp.
HUARONG,19,0.47368421052631576,0.2222222222222222,(0.3244428422615251+0j),729,39857626.0,Huatai Research
MANDATUM,10,0.8,0.125,(0.31622776601683794+0j),836,39859330.0,Mandatum Stockbrokers Ltd
SCHRODFJ,10,0.4,0.25,(0.31622776601683794+0j),4,25232407.0,Credit Suisse
AUERBACH,10,0.2,0.5,(0.31622776601683794+0j),143,25218561.0,Brean Capital
SANYO,10,0.3,0.3333333333333333,(0.3162277660168379+0j),399,27826730.0,Mitsubishi UFJ Morgan Stanley Securities Company Limited
SUTHLAND,10,0.3,0.3333333333333333,(0.3162277660168379+0j),112,10559667.0,Piper Sandler Companies
SHINYOUN,51,0.5294117647058824,0.18518518518518517,(0.3131121455425747+0j),696,39855577.0,Shinhan Investment Corp.
PENSER,21,0.3333333333333333,0.2857142857142857,(0.3086066999241838+0j),639,39862082.0,Penser Access
GREIGMID,22,0.22727272727272727,0.4,(0.30151134457776363+0j),3,25232403.0,Citigroup Inc
BZWFK,11,0.7272727272727273,0.125,(0.30151134457776363+0j),731,39861655.0,"KB Securities Co., Ltd."
BZWEF,11,0.2727272727272727,0.3333333333333333,(0.3015113445777636+0j),8,25232432.0,J.P. Morgan
KLEINFJ,11,0.2727272727272727,0.3333333333333333,(0.3015113445777636+0j),6,25232411.0,Dresdner Kleinwort
INSSECUR,11,0.2727272727272727,0.3333333333333333,(0.3015113445777636+0j),3040,40313524.0,Taurus Securities Ltd
BIKUBEN,11,0.2727272727272727,0.3333333333333333,(0.3015113445777636+0j),5,25232408.0,Deutsche Bank
CCB,56,0.35714285714285715,0.25,(0.2988071523335984+0j),357,40223058.0,CCB International Securities Limited
INFOLINE,23,0.2608695652173913,0.3333333333333333,(0.29488391230979427+0j),277,34100092.0,Motilal Oswal Securities Ltd.
EITYSIX,12,0.5,0.16666666666666666,(0.2886751345948129+0j),564,39857650.0,China International Capital Corporation Limited
ACBS,12,0.6666666666666666,0.125,(0.2886751345948129+0j),982,28441376.0,SSI Securities Corporation
KGIFK,12,0.5,0.16666666666666666,(0.2886751345948129+0j),696,39855577.0,Shinhan Investment Corp.
SGST,12,0.3333333333333333,0.25,(0.28867513459481287+0j),999,26339038.0,Societe Generale Cross Asset Research
CLN,12,0.25,0.3333333333333333,(0.28867513459481287+0j),324,26257802.0,ING Groep NV
FRANKEL,12,0.3333333333333333,0.25,(0.28867513459481287+0j),2323,40310852.0,Kagiso Securities Ltd.
FPTSEC,12,0.4166666666666667,0.2,(0.28867513459481287+0j),1779,50233720.0,Viet Capital Securities Joint Stock Company
FBOSTLAT,12,0.3333333333333333,0.25,(0.28867513459481287+0j),4,25232407.0,Credit Suisse
NRCE,12,0.25,0.3333333333333333,(0.28867513459481287+0j),182,26256400.0,Nomura Securities Co. Ltd.
FLEMINGS,37,0.21621621621621623,0.375,(0.28474739872574967+0j),8,25232432.0,J.P. Morgan
KAF,25,0.28,0.2857142857142857,(0.28284271247461906+0j),781,12825023.0,KAF-Seagroatt & Campbell Securities Sdn. Bhd.
KLEINEF,13,0.23076923076923078,0.3333333333333333,(0.2773500981126146+0j),3,25232403.0,Citigroup Inc
AVENUE,13,0.46153846153846156,0.16666666666666666,(0.2773500981126146+0j),265,29898027.0,DBS Vickers Research
ARIFH,13,0.3076923076923077,0.25,(0.2773500981126146+0j),1867,,Arif Habib Limited
CAITONG,13,0.6923076923076923,0.1111111111111111,(0.2773500981126146+0j),564,39857650.0,China International Capital Corporation Limited
PEREGFI,13,0.23076923076923078,0.3333333333333333,(0.2773500981126146+0j),3,25232403.0,Citigroup Inc
HDFCSECU,39,0.28205128205128205,0.2727272727272727,(0.2773500981126146+0j),3229,,HDFC Securities Limited
TXINV,69,0.42028985507246375,0.1724137931034483,(0.26919095102908275+0j),564,39857650.0,China International Capital Corporation Limited
SMINEWFE,14,0.2857142857142857,0.25,(0.2672612419124244+0j),11,25232855.0,Morgan Stanley
BZWFH,14,0.35714285714285715,0.2,(0.26726124191242434+0j),568,36276164.0,CGS International
MAYBANFM,29,0.41379310344827586,0.16666666666666666,(0.26261286571944514+0j),1131,38887382.0,Maybank Investment Bank Berhad
NWMFH,29,0.3448275862068966,0.2,(0.2626128657194451+0j),573,32447338.0,CLSA
FOUNDER,90,0.5555555555555556,0.12,(0.25819888974716115+0j),669,39856474.0,"Founder Securities Co., Ltd."
RSPLATOU,15,0.26666666666666666,0.25,(0.2581988897471611+0j),289,33444273.0,Beringer Finance AB
BZWJAPAN,15,0.2,0.3333333333333333,(0.2581988897471611+0j),383,26269629.0,HSBC
OPTIMUS,16,0.3125,0.2,(0.25+0j),4,25232407.0,Credit Suisse
BTAA,16,0.3125,0.2,(0.25+0j),833,28954110.0,Macquarie Research
SCHELCHE,16,0.25,0.25,(0.25+0j),2326,40133116.0,Natixis S.A.
WESTLBFJ,16,0.375,0.16666666666666666,(0.24999999999999997+0j),2351,40313274.0,"Mizuho Securities Co., Ltd."
RAYJAYAR,17,0.6470588235294118,0.09090909090909091,(0.242535625036333+0j),2604,111455782.0,Raymond James Latin America S.A
BOOKOOK,17,0.7058823529411765,0.08333333333333333,(0.24253562503633294+0j),696,39855577.0,Shinhan Investment Corp.
DONGGUAN,17,0.4117647058823529,0.14285714285714285,(0.24253562503633294+0j),564,39857650.0,China International Capital Corporation Limited
TUCKER,34,0.4411764705882353,0.13333333333333333,(0.24253562503633294+0j),1061,39861339.0,Tucker Anthony Sutro Capital Markets
KLEINED,18,0.2777777777777778,0.2,(0.23570226039551584+0j),330,26522887.0,Commerzbank AG
FIDESSEC,37,0.6486486486486487,0.08333333333333333,(0.23249527748763857+0j),696,39855577.0,Shinhan Investment Corp.
REYNOLDS,37,0.21621621621621623,0.25,(0.23249527748763857+0j),11,25232855.0,Morgan Stanley
HANYANG,19,0.6842105263157895,0.07692307692307693,(0.2294157338705618+0j),592,39861383.0,"Mirae Asset Securities Co., Ltd."
DONGBU,58,0.5172413793103449,0.1,(0.22742941307367104+0j),696,39855577.0,Shinhan Investment Corp.
SHANXISE,20,0.5,0.1,(0.223606797749979+0j),564,39857650.0,China International Capital Corporation Limited
CJIANYIN,20,0.4,0.125,(0.223606797749979+0j),745,38835119.0,Industrial Securities Co. Ltd.
KENINV,20,0.4,0.125,(0.223606797749979+0j),791,28440523.0,Kenanga Research
AMSEC,20,0.3,0.16666666666666666,(0.22360679774997896+0j),2787,133190208.0,Asian Markets Securities Private Limited
SBISEC,20,0.25,0.2,(0.22360679774997896+0j),1051,39763737.0,"Tokai Tokyo Intelligence Laboratory Co., Ltd."
MIDF,20,0.35,0.14285714285714285,(0.22360679774997894+0j),3083,52711094.0,MIDF Research
BOCINTER,41,0.4878048780487805,0.1,(0.22086305214969307+0j),525,12719151.0,BOCI Research Ltd.
CMCCS,62,0.3064516129032258,0.15789473684210525,(0.21997067253202995+0j),2826,172032273.0,"China Merchants Securities (HK) Co., Ltd"
ZHESHANG,62,0.43548387096774194,0.1111111111111111,(0.2199706725320299+0j),564,39857650.0,China International Capital Corporation Limited
IBKSEC,43,0.6511627906976745,0.07142857142857142,(0.21566554640687685+0j),696,39855577.0,Shinhan Investment Corp.
ESUN,43,0.3953488372093023,0.11764705882352941,(0.21566554640687682+0j),3,25232403.0,Citigroup Inc
SOOCHOW,44,0.4090909090909091,0.1111111111111111,(0.21320071635561044+0j),359,39860944.0,China Merchants Securities Co. Ltd.
HMCINV,44,0.6363636363636364,0.07142857142857142,(0.21320071635561044+0j),696,39855577.0,Shinhan Investment Corp.
PHILIPFS,44,0.29545454545454547,0.15384615384615385,(0.21320071635561044+0j),405,40174674.0,Phillip Securities (HK)
RONGVIET,22,0.5909090909090909,0.07692307692307693,(0.21320071635561044+0j),1779,50233720.0,Viet Capital Securities Joint Stock Company
ELARASEC,49,0.22448979591836735,0.18181818181818182,(0.20203050891044216+0j),510,32950192.0,Batlivala & Karani Securities India Pvt. Ltd.
SWESTSEC,49,0.4897959183673469,0.08333333333333333,(0.20203050891044214+0j),645,28439398.0,Everbright Securities Co. Ltd.
ANTIQUE,52,0.25,0.15384615384615385,(0.19611613513818404+0j),277,34100092.0,Motilal Oswal Securities Ltd.
BARITSFA,53,0.3584905660377358,0.10526315789473684,(0.19425717247145285+0j),1098,40401211.0,Yuanta Research
SHANGHAI,58,0.3620689655172414,0.09523809523809523,(0.18569533817705186+0j),2339,39859456.0,Shanghai Securities Company
CROSBY,120,0.20833333333333334,0.16,(0.18257418583505539+0j),573,32447338.0,CLSA
GUOJUN,30,0.3,0.1111111111111111,(0.18257418583505536+0j),705,40482819.0,Guotai Junan International Holdings Limited
TAFM,32,0.34375,0.09090909090909091,(0.1767766952966369+0j),573,32447338.0,CLSA
CITICF,32,0.34375,0.09090909090909091,(0.1767766952966369+0j),10,20921390.0,BofA Global Research
PRIMASIA,33,0.42424242424242425,0.07142857142857142,(0.17407765595569785+0j),10,20921390.0,BofA Global Research
BACHEINT,34,0.14705882352941177,0.2,(0.17149858514250882+0j),833,28954110.0,Macquarie Research
TAURINV,39,0.6153846153846154,0.041666666666666664,(0.16012815380508713+0j),696,39855577.0,Shinhan Investment Corp.
CREAGRI,41,0.6585365853658537,0.037037037037037035,(0.15617376188860607+0j),2999,242578536.0,CL Securities Taiwan Company Limited
DKBFH,42,0.21428571428571427,0.1111111111111111,(0.15430334996209188+0j),3,25232403.0,Citigroup Inc
WATERLAN,44,0.4090909090909091,0.05555555555555555,(0.15075567228888181+0j),564,39857650.0,China International Capital Corporation Limited
BOCOM,50,0.34,0.058823529411764705,(0.1414213562373095+0j),564,39857650.0,China International Capital Corporation Limited
LIGISK,62,0.6129032258064516,0.02631578947368421,(0.1270001270001905+0j),696,39855577.0,Shinhan Investment Corp.
STANCARD,92,0.30434782608695654,0.03571428571428571,(0.10425720702853739+0j),573,32447338.0,CLSA
GFSEC,109,0.3486238532110092,0.02631578947368421,(0.09578262852211514+0j),564,39857650.0,China International Capital Corporation Limited
SINOLINK,139,0.35251798561151076,0.02040816326530612,(0.08481889296799708+0j),564,39857650.0,China International Capital Corporation Limited
CASABLAN,11,1.0,-1.0,(6.123233995736766e-17+1j),556,40227597.0,CFG Marches
NORBOLSA,1,1.0,-1.0,(6.123233995736766e-17+1j),11,25232855.0,Morgan Stanley
HALYKFIN,9,1.0,-1.0,(6.123233995736766e-17+1j),2692,107588132.0,JSC Halyk Finance
BMCECAP,8,1.0,-1.0,(6.123233995736766e-17+1j),2647,113996812.0,Bmce Capital Bourse
BRNO,1,1.0,-1.0,(6.123233995736766e-17+1j),155,27245003.0,Wood & Company
VETIVA,1,1.0,-1.0,(6.123233995736766e-17+1j),589,40373432.0,SBG Securities (Proprietary) Limited
SMITHNEW,1,1.0,-1.0,(6.123233995736766e-17+1j),755,39861560.0,Invisor Securities (Pvt) Ltd.
EPPLER,15,0.13333333333333333,0.0,0j,115,25231868.0,RBC Capital Markets
ASSIRT,19,0.2631578947368421,0.0,0j,2494,107000752.0,Morningstar Inc.
BOZANO,4,0.25,0.0,0j,383,26269629.0,HSBC
FAIRFAX,13,0.5384615384615384,0.0,0j,2573,107004317.0,Fairfax I.S. PLC
ASIAEQFH,35,0.17142857142857143,0.0,0j,10,20921390.0,BofA Global Research
NRIEX,3,0.3333333333333333,0.0,0j,3,25232403.0,Citigroup Inc
WGZBANK,4,0.25,0.0,0j,326,26257503.0,WestLB AG
MICROSEC,4,0.5,0.0,0j,277,34100092.0,Motilal Oswal Securities Ltd.
SEJONG,51,0.45098039215686275,0.0,0j,592,39861383.0,"Mirae Asset Securities Co., Ltd."
MARLEAU,17,0.29411764705882354,0.0,0j,221,29834361.0,National Bank Financial
FUBON,78,0.2564102564102564,0.0,0j,1012,39832314.0,SinoPac Securities Investment Service
VANDORN,2,0.5,0.0,0j,1020,26750647.0,NIBC Bank N.V. (ESN)
DHSFH,6,0.5,0.0,0j,4,25232407.0,Credit Suisse
GUOTAI,50,0.36,0.0,0j,705,40482819.0,Guotai Junan International Holdings Limited
BARINGKS,27,0.2222222222222222,0.0,0j,324,26257802.0,ING Groep NV
RICHARDS,17,0.23529411764705882,0.0,0j,383,26269629.0,HSBC
FINANTIA,7,0.14285714285714285,0.0,0j,493,39862044.0,"Banco BPI, S.A."
COSMOFJ,9,0.2222222222222222,0.0,0j,594,39857797.0,Daiwa Securities Co. Ltd.
LIPPO,4,0.25,0.0,0j,397,40126874.0,Marusan Securities Co. Ltd.
LEU,11,0.18181818181818182,0.0,0j,190,27244584.0,Helvea SA
CMBFJ,12,0.3333333333333333,0.0,0j,573,32447338.0,CLSA
TACHI,6,0.3333333333333333,0.0,0j,2680,115280009.0,SMBC NIKKO
KBW,2,0.5,0.0,0j,588,26257395.0,CA Cheuvreux
RICAP,2,0.5,0.0,0j,977,12390612.0,RHB Investment Bank
WESSELEN,2,0.5,0.0,0j,588,26257395.0,CA Cheuvreux
CONVEN,11,0.6363636363636364,0.0,0j,1191,40231115.0,eQ Bank Ltd.
CENTSEC,11,0.2727272727272727,0.0,0j,3,25232403.0,Citigroup Inc
FLEMLAT,10,0.2,0.0,0j,6,25232411.0,Dresdner Kleinwort
GLOBSEC,5,0.2,0.0,0j,640,28439312.0,Erste Group Bank AG
NEGOCIOS,4,0.25,0.0,0j,114,40374081.0,Raymond James & Associates
INVEX,4,0.25,0.0,0j,174,25230772.0,"Ferris, Baker Watts"
EHICKEY,4,0.25,0.0,0j,376,40176960.0,Seaport Research Partners
CMBSEC,29,0.2413793103448276,0.0,0j,8,25232432.0,J.P. Morgan
SKPL,10,0.4,0.0,0j,3,25232403.0,Citigroup Inc
ATIVA,4,0.25,0.0,0j,641,28439337.0,Espírito Santo Research
BLUEOC,9,0.1111111111111111,0.0,0j,5,25232408.0,Deutsche Bank
CLADR,18,0.2222222222222222,0.0,0j,5,25232408.0,Deutsche Bank
NIKKOEU,11,0.18181818181818182,0.0,0j,331,26254230.0,Fox-Pitt Kelton Cochran Caronia Waller
OOG,6,0.3333333333333333,0.0,0j,3499,,645762383
BRIDGESE,24,0.4166666666666667,0.0,0j,863,39860868.0,"Mirae Asset Securities Co., Ltd. (Pre-Merger)"
FRASER,7,0.2857142857142857,0.0,0j,568,36276164.0,CGS International
STRATING,4,0.25,0.0,0j,188,26763334.0,Bank Insinger de Beaufort
COMERCIO,3,0.6666666666666666,0.0,0j,12,25232862.0,UBS Investment Bank
ASSETFT,5,0.2,0.0,0j,833,28954110.0,Macquarie Research
BDBBANK,2,0.5,0.0,0j,218,26750847.0,Rabobank Equity Research
KIDDER,38,0.18421052631578946,0.0,0j,4,25232407.0,Credit Suisse
PUNTA,2,0.5,0.0,0j,90,22401937.0,Jefferies LLC
NETWORTH,13,0.23076923076923078,0.0,0j,10,20921390.0,BofA Global Research
DYSON,11,0.18181818181818182,0.0,0j,833,28954110.0,Macquarie Research
CLARION,13,0.38461538461538464,0.0,0j,12,25232862.0,UBS Investment Bank
VENTU,7,0.42857142857142855,0.0,0j,510,32950192.0,Batlivala & Karani Securities India Pvt. Ltd.
THANGL,8,0.25,0.0,0j,982,28441376.0,SSI Securities Corporation
JFAPEX,6,0.3333333333333333,0.0,0j,977,12390612.0,RHB Investment Bank
BZW,11,0.2727272727272727,0.0,0j,11,25232855.0,Morgan Stanley
VECTORLM,9,0.2222222222222222,0.0,0j,113,25228149.0,Ramirez & Co.
CASPIAN,10,0.2,0.0,0j,7,25232416.0,Goldman Sachs
NUROL,1,1.0,0.0,0j,658,26506194.0,First Analysis Securities Corporation
CONCED,1,1.0,0.0,0j,1091,26257733.0,Williams de Broë
CTSMITH,2,0.5,0.0,0j,471,28438379.0,Asia Securities (Private) Limited
ABNFJ,14,0.21428571428571427,0.0,0j,2351,40313274.0,"Mizuho Securities Co., Ltd."
LBCAP,4,0.25,0.0,0j,640,28439312.0,Erste Group Bank AG
CHRISTIA,5,0.6,0.0,0j,891,39859508.0,Nordea Markets
CORDAVIV,1,1.0,0.0,0j,758,39925887.0,Itau BBA
HJMEYERS,5,0.2,0.0,0j,1056,39862047.0,Trade.com Global Markets Inc
CSAM,4,0.25,0.0,0j,262,35125305.0,Bell Potter
MICHELEB,4,0.5,0.0,0j,468,39861132.0,Arkeon Finance
BIMBSEC,3,0.3333333333333333,0.0,0j,208,32948579.0,HC Brokerage
PHILIPFT,17,0.7647058823529411,0.0,0j,405,40174674.0,Phillip Securities (HK)
ACTINEI,3,0.3333333333333333,0.0,0j,331,26254230.0,Fox-Pitt Kelton Cochran Caronia Waller
JONESTAD,14,0.35714285714285715,0.0,0j,3214,,"JonesTrading Institutional Services, LLC"
CLALFINA,8,0.375,0.0,0j,295,35917998.0,Clal Finance Ltd.
SPELMAN,3,0.3333333333333333,0.0,0j,2664,107132753.0,Management CV
WICARRFE,109,0.21100917431192662,0.0,0j,4,25232407.0,Credit Suisse
SOCEMG,9,0.3333333333333333,0.0,0j,8,25232432.0,J.P. Morgan
CORREDOR,2,0.5,0.0,0j,349,39860769.0,BBVA Corporate and Investment Bank
PINATTON,6,0.3333333333333333,0.0,0j,899,26257841.0,ODDO BHF Corporate & Markets
SNCFI,12,0.25,0.0,0j,3,25232403.0,Citigroup Inc
MUBASHER,11,0.2727272727272727,0.0,0j,1736,50278027.0,Pharos Research
CINDASEC,56,0.3392857142857143,0.0,0j,359,39860944.0,China Merchants Securities Co. Ltd.
INVERLAT,4,0.25,0.0,0j,748,39926992.0,Interacciones Casa De Bolsa De Cv
NYKREDIT,2,0.5,0.0,0j,784,28440592.0,Singer Capital Markets
ABACO,2,0.5,0.0,0j,641,28439337.0,Espírito Santo Research
SOLOM,31,0.41935483870967744,0.0,0j,696,39855577.0,Shinhan Investment Corp.
CINDAM,2,0.5,0.0,0j,500,40224390.0,Caixa Geral de Depositos (CGD) Securities
SCHRODFE,32,0.28125,0.0,0j,573,32447338.0,CLSA
GLOBAL,11,0.2727272727272727,0.0,0j,657,26897565.0,QNB Finansinvest
